Country,C1 low,C1 medium,C1 high,C2 low,C2 medium,C2 high,C3 low,C3 medium,C3 high,C4 low,C4 medium,C4 high,C5 low,C5 medium,C5 high,C6 low,C6 medium,C6 high,C7 low,C7 medium,C7 high,C8 low,C8 medium,C8 high,C9 low,C9 medium,C9 high
BE,0.144591029,0.453825858,0.763060686,-0.284487535,0.096260388,0.47700831,0,0,0,-0.336378467,0.053017945,0.442414356,-0.16886121,0.192615658,0.554092527,-0.150868672,0.31141416,0.773696992,-0.333095798,0.083630252,0.500356303,-0.377200903,0.028498871,0.434198646,0,0,0
BG,0,0,0,0.141828255,0.451523546,0.761218837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,0.230079156,0.525065963,0.82005277,-0.194736842,0.171052632,0.536842105,0,0,0,0,0,0,0,0,0,-0.284027648,0.14496544,0.573958528,-0.334962785,0.081296519,0.497555822,-0.084650113,0.394187359,0.873024831,0.007220217,0.339350181,0.671480144
DK,0.002110818,0.335092348,0.668073879,0,0,0,-0.216242615,0.229696731,0.675636078,0.086460033,0.405383361,0.724306688,-0.048754448,0.292704626,0.634163701,-0.292097889,0.134877639,0.561853166,-0.186641056,0.266698679,0.720038415,0,0,0,-0.148736462,0.209386282,0.567509025
DE,0.458047493,0.715039578,0.972031662,0,0,0,0,0,0,-0.072104405,0.27324633,0.618597064,-0.282562278,0.097864769,0.478291815,0.177993648,0.722492061,1.266990473,-0.204584874,0.244268908,0.693122689,0,0,0,-0.265703971,0.111913357,0.489530686
EE,0.201583113,0.501319261,0.801055409,0.20166205,0.501385042,0.801108033,0.185736821,0.732171027,1.278605232,-0.362805873,0.030995106,0.424796085,0.122597865,0.435498221,0.748398577,0,0,0,-0.339111645,0.076110444,0.491332533,0,0,0,0.085198556,0.40433213,0.723465704
IE,0.401055409,0.667546174,0.934036939,0.029639889,0.358033241,0.686426593,-0.291952165,0.135059794,0.562071752,0.03360522,0.361337684,0.689070147,0.284341637,0.570284698,0.856227758,-0.38490566,0.018867925,0.422641509,0,0,0,-0.371106095,0.036117381,0.443340858,0,0,0
EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222943577,0.221320528,0.665584634,0,0,0,0,0,0
ES,-0.168865435,0.192612137,0.55408971,0,0,0,0,0,0,0.03360522,0.361337684,0.689070147,-0.098398577,0.25133452,0.601067616,0,0,0,-0.301564466,0.123044418,0.547653301,0,0,0,0,0,0
FR,-0.282849604,0.09762533,0.478100264,0,0,0,0,0,0,-0.177814029,0.185154976,0.54812398,-0.071174377,0.274021352,0.619217082,-0.346572016,0.06678498,0.480141976,-0.371783914,0.035270108,0.44232413,0,0,0,0,0,0
HR,0,0,0,0.194182825,0.495152355,0.796121884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488086643,0.740072202,0.992057762
IT,0,0,0,-0.269529086,0.108725762,0.486980609,0,0,0,-0.257096248,0.11908646,0.495269168,0,0,0,-0.162974033,0.296282458,0.75553895,0,0,0,-0.340632054,0.074209932,0.489051919,-0.291696751,0.090252708,0.472202166
CY,0.344063325,0.62005277,0.896042216,-0.247091413,0.127423823,0.501939058,-0.323412237,0.095734704,0.514881644,0,0,0,-0.152846975,0.205960854,0.564768683,0,0,0,-0.342741897,0.071572629,0.485887155,0,0,0,0,0,0
LV,0,0,0,-0.134903047,0.220914127,0.576731302,-0.008718164,0.489102295,0.986922754,0,0,0,0,0,0,0,0,0,-0.36597551,0.042530612,0.451036735,0,0,0,0.111191336,0.42599278,0.740794224
LT,0,0,0,-0.299445983,0.083795014,0.467036011,-0.181981943,0.272522571,0.727027085,0,0,0,0,0,0,-0.290080329,0.137399589,0.564879507,0,0,0,0,0,0,0.371119134,0.642599278,0.914079422
LU,0.344063325,0.62005277,0.896042216,0,0,0,0,0,0,-0.283523654,0.097063622,0.477650897,0.245907473,0.538256228,0.830604982,-0.13472819,0.331589763,0.797907715,-0.180417767,0.274477791,0.729373349,-0.383295711,0.020880361,0.425056433,0,0,0
HU,0,0,0,0.104432133,0.420360111,0.736288089,0,0,0,0,0,0,0,0,0,0,0,0,-0.360789436,0.049013205,0.458815846,0.092099323,0.615124153,1.138148984,0.111191336,0.42599278,0.740794224
MT,0.515039578,0.762532982,1.010026385,0,0,0,0,0,0,0.192169657,0.493474715,0.794779772,-0.226512456,0.144572954,0.515658363,0,0,0,0,0,0,-0.358916479,0.051354402,0.461625282,0,0,0
NL,0.372559367,0.643799472,0.915039578,0,0,0,0,0,0,0.007177814,0.339314845,0.671451876,-0.082384342,0.264679715,0.611743772,-0.05200822,0.434989725,0.92198767,-0.167763745,0.290295318,0.748354382,0,0,0,0,0,0
AT,-0.054881266,0.287598945,0.630079156,0,0,0,0,0,0,-0.230668842,0.141109299,0.512887439,-0.170462633,0.191281139,0.553024911,0.046852232,0.55856529,1.070278349,-0.172120048,0.28484994,0.741819928,-0.017607223,0.477990971,0.973589165,0.059205776,0.38267148,0.706137184
PL,0,0,0,-0.142382271,0.21468144,0.571745152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228158845,0.523465704,0.818772563
PT,-0.311345646,0.073878628,0.459102902,0,0,0,0,0,0,0,0,0,-0.037544484,0.302046263,0.641637011,0,0,0,-0.322101321,0.097373349,0.516848019,0,0,0,-0.057761733,0.285198556,0.628158845
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096839729,0.378950339,0.854740406,-0.34368231,0.046931408,0.437545126
SI,-0.083377309,0.263852243,0.611081794,-0.321883657,0.065096953,0.452077562,0,0,0,-0.204241436,0.163132137,0.53050571,-0.391459075,0.007117438,0.40569395,-0.003586774,0.495516533,0.994619839,0,0,0,0,0,0,-0.148736462,0.209386282,0.567509025
SK,-0.111873351,0.240105541,0.592084433,0.059556787,0.382963989,0.706371191,0,0,0,-0.389233279,0.008972268,0.407177814,0,0,0,-0.348589576,0.06426303,0.477115636,0,0,0,-0.054176072,0.43227991,0.918735892,0.241155235,0.534296029,0.827436823
FI,0.515039578,0.762532982,1.010026385,-0.254570637,0.121191136,0.496952909,1.08491609,1.856145113,2.627374135,-0.257096248,0.11908646,0.495269168,0.338790036,0.615658363,0.89252669,-0.360694937,0.049131328,0.458957594,-0.318367347,0.102040816,0.52244898,0,0,0,-0.109747292,0.241877256,0.593501805
SE,0.087598945,0.406332454,0.725065963,0,0,0,0.875244512,1.59405564,2.312866768,0.271451876,0.55954323,0.847634584,0.38683274,0.65569395,0.92455516,0,0,0,-0.204273709,0.244657863,0.693589436,-0.2248307,0.218961625,0.66275395,0,0,0
